pid	region	time	value
7	hpc	598	0.415
7	hpc	599	0.137
7	hpc	600	0.444
7	hpc	601	0.476
7	hpc	602	0.233
7	hpc	603	0.165
7	hpc	604	0.863
7	hpc	605	0.055
7	hpc	606	0.951
7	hpc	607	0.711
7	hpc	608	0.155
7	hpc	609	0.3
7	hpc	610	0.601
7	hpc	611	0.718
7	hpc	612	0.197
7	hpc	613	0.559
7	hpc	614	0.387
7	hpc	615	0.211
7	hpc	616	0.573
7	hpc	617	0.532
7	hpc	618	0.138
7	hpc	619	0.627
7	hpc	620	0.151
7	hpc	621	0.51
7	hpc	622	0.285
7	hpc	623	0.159
7	hpc	624	0.502
7	hpc	625	0.622
7	hpc	626	0.477
7	hpc	627	0.671
7	hpc	628	0.928
7	hpc	629	0.273
7	hpc	630	0.315
7	hpc	631	0.343
7	hpc	632	0.78
7	hpc	633	0.109
7	hpc	634	0.163
7	hpc	635	0.138
7	hpc	636	0.163
7	hpc	637	0.067
7	hpc	638	0.594
7	hpc	639	0.241
7	hpc	640	0.451
7	hpc	641	0.153
7	hpc	642	0.603
7	hpc	643	0.252
7	hpc	644	0.95
7	hpc	645	0.608
7	hpc	646	0.82
7	hpc	647	0.701
7	hpc	648	0.718
7	hpc	649	0.216
7	hpc	650	0.739
7	hpc	651	0.806
7	hpc	652	0.385
7	hpc	653	0.639
7	hpc	654	0.88
7	hpc	655	0.933
7	hpc	656	0.851
7	hpc	657	0.043
7	hpc	658	0.846
7	hpc	659	0.356
7	hpc	660	0.418
7	hpc	661	0.001
7	hpc	662	0.678
7	hpc	663	0.08
7	hpc	664	0.533
7	hpc	665	0.528
7	hpc	666	0.545
7	hpc	667	0.771
7	hpc	668	0.987
7	hpc	669	0.372
7	hpc	670	0.783
7	hpc	671	0.75
7	hpc	672	0.136
7	hpc	673	0.357
7	hpc	674	0.448
7	hpc	675	0.591
7	hpc	676	0.194
7	hpc	677	0.498
7	hpc	678	0.141
7	hpc	679	0.405
7	hpc	680	0.174
7	hpc	681	0.835
7	hpc	682	0.873
7	hpc	683	0.869
7	hpc	684	0.682
7	hpc	685	0.497
7	hpc	686	0.442
7	hpc	687	0.407
7	hpc	688	0.203
7	hpc	689	0.585
7	hpc	690	0.93
7	hpc	691	0.597
7	hpc	692	0.628
7	hpc	693	0.328
7	hpc	694	0.98
7	hpc	695	0.317
7	hpc	696	0.801
7	hpc	697	0.889
7	hpc	698	0.775
7	hpc	699	0.995
7	hpc	700	0.848
7	hpc	701	0.344
7	hpc	702	0.365
7	hpc	703	0.815
7	hpc	704	0.519
7	hpc	705	0.975
7	hpc	706	0.868
7	hpc	707	0.645
7	hpc	708	0.038
7	hpc	709	0.999
7	hpc	710	0.976
7	hpc	711	0.872
7	hpc	712	0.719
7	hpc	713	0.947
7	hpc	714	0.821
7	hpc	715	0.931
7	hpc	716	0.044
7	hpc	717	0.596
7	hpc	718	0.596
7	hpc	719	0.394
7	hpc	720	0.274
7	hpc	721	0.109
7	hpc	722	0.079
7	hpc	723	0.214
7	hpc	724	0.939
7	hpc	725	0.421
7	hpc	726	0.852
7	hpc	727	0.415
7	hpc	728	0.766
7	hpc	729	0.417
7	hpc	730	0.745
7	hpc	731	0.982
7	hpc	732	0.408
7	hpc	733	0.696
7	hpc	734	0.05
7	hpc	735	0.172
7	hpc	736	0.053
7	hpc	737	0.066
7	hpc	738	0.024
7	hpc	739	0.278
7	hpc	740	0.922
7	hpc	741	0.539
7	hpc	742	0.388
7	hpc	743	0.699
7	hpc	744	0.003
7	hpc	745	0.569
7	hpc	746	0.274
7	hpc	747	0.185
7	hpc	748	0.287
7	hpc	749	0.509
7	hpc	750	0.132
7	hpc	751	0.361
7	hpc	752	0.211
7	hpc	753	0.679
7	hpc	754	0.555
7	hpc	755	0.869
7	hpc	756	0.481
7	hpc	757	0.108
7	hpc	758	0.882
7	hpc	759	0.123
7	hpc	760	0.909
7	hpc	761	0.547
7	hpc	762	0.729
7	hpc	763	0.949
7	hpc	764	0.424
7	hpc	765	0.702
7	hpc	766	0.923
7	hpc	767	0.278
7	hpc	768	0.492
7	hpc	769	0.854
7	hpc	770	0.186
7	hpc	771	0.682
7	hpc	772	0.775
7	hpc	773	0.011
7	hpc	774	0.48
7	hpc	775	0.725
7	hpc	776	0.212
7	hpc	777	0.273
7	hpc	778	0.624
7	hpc	779	0.846
7	hpc	780	0.74
7	hpc	781	0.788
7	hpc	782	0.077
7	hpc	783	0.505
7	hpc	784	0.585
7	hpc	785	0.186
7	hpc	786	0.318
7	hpc	787	0.276
7	hpc	788	0.449
7	hpc	789	0.54
7	hpc	790	0.86
7	hpc	791	0.454
7	hpc	792	0.367
7	hpc	793	0.687
7	hpc	794	0.28
7	hpc	795	0.536
7	hpc	796	0.735
7	hpc	797	0.066
7	hpc	798	0.511
7	hpc	799	0.599
7	hpc	800	0.045
7	hpc	801	0.387
7	hpc	802	0.45
7	hpc	803	0.177
7	hpc	804	0.872
7	hpc	805	0.549
7	hpc	806	0.018
7	hpc	807	0.007
7	hpc	808	0.088
7	hpc	809	0.92
7	hpc	810	0.389
7	hpc	811	0.414
7	hpc	812	0.908
7	hpc	813	0.278
7	hpc	814	0.371
7	hpc	815	0.678
7	hpc	816	0.629
7	hpc	817	0.51
7	hpc	818	0.237
7	hpc	819	0.512
7	hpc	820	0.936
7	hpc	821	0.083
7	hpc	822	0.411
7	hpc	823	0.964
7	hpc	824	0.761
7	hpc	825	0.862
7	hpc	826	0.61
7	hpc	827	0.194
7	hpc	828	0.303
7	hpc	829	0.604
7	hpc	830	0.555
7	hpc	831	0.954
7	hpc	832	0.766
7	hpc	833	0.902
7	hpc	834	0.485
7	hpc	835	0.371
7	hpc	836	0.786
7	hpc	837	0.352
7	hpc	838	0.052
7	hpc	839	0.73
7	hpc	840	0.04
7	hpc	841	0.602
7	hpc	842	0.258
7	hpc	843	0.776
7	hpc	844	0.423
7	hpc	845	0.591
7	hpc	846	0.492
7	hpc	847	0.779
7	hpc	848	0.443
7	hpc	849	0.393
7	hpc	850	0.591
7	hpc	851	0.403
7	hpc	852	0.365
7	hpc	853	0.794
7	hpc	854	0.089
7	hpc	855	0.075
7	hpc	856	0.062
7	hpc	857	0.299
7	hpc	858	0.693
7	hpc	859	0.459
7	hpc	860	0.506
7	hpc	861	0.461
7	hpc	862	0.128
7	hpc	863	0.424
7	hpc	864	0.692
7	hpc	865	0.086
7	hpc	866	0.174
7	hpc	867	0.93
7	hpc	868	0.901
7	hpc	869	0.503
7	hpc	870	0.062
7	hpc	871	0.245
7	hpc	872	0.171
7	hpc	873	0.651
7	hpc	874	0.561
7	hpc	875	0.184
7	hpc	876	0.207
7	hpc	877	0.212
7	hpc	878	0.435
7	hpc	879	0.591
7	hpc	880	0.564
7	hpc	881	0.974
7	hpc	882	0.669
7	hpc	883	0.199
7	hpc	884	0.058
7	hpc	885	0.231
7	hpc	886	0.028
7	hpc	887	0.918
7	hpc	888	0.686
7	hpc	889	0.557
7	hpc	890	0.556
7	hpc	891	0.691
7	hpc	892	0.135
7	hpc	893	0.387
7	hpc	894	0.681
7	hpc	895	0.938
7	hpc	896	0.82
7	hpc	897	0.113
7	hpc	898	0.765
7	hpc	899	0.612
7	hpc	900	0.158
7	hpc	901	0.264
7	hpc	902	0.85
7	hpc	903	0.61
7	hpc	904	0.488
7	hpc	905	0.532
7	hpc	906	0.465
7	hpc	907	0.549
7	hpc	908	0.835
7	hpc	909	0.632
7	hpc	910	0.427
7	hpc	911	0.107
7	hpc	912	0.013
7	hpc	913	0.401
7	hpc	914	0.627
7	hpc	915	0.367
7	hpc	916	0.228
7	hpc	917	0.946
7	hpc	918	0.756
7	hpc	919	0.76
7	hpc	920	0.46
7	hpc	921	0.979
7	hpc	922	0.027
7	hpc	923	0.819
7	hpc	924	0.051
7	hpc	925	0.698
7	hpc	926	0.504
7	hpc	927	0.385
7	hpc	928	0.208
7	hpc	929	0.984
7	hpc	930	0.662
7	hpc	931	0.319
7	hpc	932	0.716
7	hpc	933	0.36
7	hpc	934	0.682
7	hpc	935	0.895
7	hpc	936	0.181
7	hpc	937	0.059
7	hpc	938	0.407
7	hpc	939	0.553
7	hpc	940	0.213
7	hpc	941	0.912
7	hpc	942	0.154
7	hpc	943	0.452
7	hpc	944	0.624
7	hpc	945	0.201
7	hpc	946	0.218
7	hpc	947	0.574
7	hpc	948	0.073
7	hpc	949	0.758
7	hpc	950	0.2
7	hpc	951	0.841
7	hpc	952	0.56
7	hpc	953	0.502
7	hpc	954	0.962
7	hpc	955	0.151
7	hpc	956	0.011
7	hpc	957	0.023
7	hpc	958	0.545
7	hpc	959	0.871
7	hpc	960	0.876
7	hpc	961	0.947
7	hpc	962	0.31
7	hpc	963	0.266
7	hpc	964	0.216
7	hpc	965	0.176
7	hpc	966	0.913
7	hpc	967	0.711
7	hpc	968	0.171
7	hpc	969	0.09
7	hpc	970	0.842
7	hpc	971	0.418
7	hpc	972	0.515
7	hpc	973	0.044
7	hpc	974	0.729
7	hpc	975	0.112
7	hpc	976	0.58
7	hpc	977	0.131
7	hpc	978	0.543
7	hpc	979	0.537
7	hpc	980	0.749
7	hpc	981	0.527
7	hpc	982	0.083
7	hpc	983	0.371
7	hpc	984	0.764
7	hpc	985	0.233
7	hpc	986	0.867
7	hpc	987	0.289
7	hpc	988	0.133
7	hpc	989	0.494
7	hpc	990	0.024
7	hpc	991	0.273
7	hpc	992	0.399
7	hpc	993	0.878
7	hpc	994	0.414
7	hpc	995	0.682
7	hpc	996	0.993
7	hpc	997	0.512
7	hpc	998	0.789
7	hpc	999	0.603
7	hpc	1000	0.393
7	hpc	1001	0.611
7	hpc	1002	0.77
7	hpc	1003	0.93
7	hpc	1004	0.927
7	hpc	1005	0.515
7	hpc	1006	0.254
7	hpc	1007	0.152
7	hpc	1008	0.955
7	hpc	1009	0.96
7	hpc	1010	0.495
7	hpc	1011	0.797
7	hpc	1012	0.388
7	hpc	1013	0.737
7	hpc	1014	0.975
7	hpc	1015	0.057
7	hpc	1016	0.914
7	hpc	1017	0.891
7	hpc	1018	0.07
7	hpc	1019	0.705
7	hpc	1020	0.378
7	hpc	1021	0.944
7	hpc	1022	0.332
7	hpc	1023	0.314
7	hpc	1024	0.124
7	hpc	1025	0.869
7	hpc	1026	0.347
7	hpc	1027	0.887
7	hpc	1028	0.732
7	hpc	1029	0.134
7	hpc	1030	0.644
7	hpc	1031	0.053
7	hpc	1032	0.926
7	hpc	1033	0.261
7	hpc	1034	0.397
7	hpc	1035	0.517
7	hpc	1036	0.673
7	hpc	1037	0.824
7	hpc	1038	0.256
7	hpc	1039	0.616
7	hpc	1040	0.892
7	hpc	1041	0.578
7	hpc	1042	0.964
7	hpc	1043	0.471
7	hpc	1044	0.091
7	hpc	1045	0.431
7	hpc	1046	0.916
7	hpc	1047	0.889
7	hpc	1048	0.211
7	hpc	1049	0.74
7	hpc	1050	0.39
7	hpc	1051	0.626
7	hpc	1052	0.897
7	hpc	1053	0.499
7	hpc	1054	0.734
7	hpc	1055	0.998
7	hpc	1056	0.487
7	hpc	1057	0.734
7	hpc	1058	0.542
7	hpc	1059	0.35
7	hpc	1060	0.405
7	hpc	1061	0.491
7	hpc	1062	0.554
7	hpc	1063	0.075
7	hpc	1064	0.924
7	hpc	1065	0.412
7	hpc	1066	0.999
7	hpc	1067	0.758
7	hpc	1068	0.8
7	hpc	1069	0.297
7	hpc	1070	0.018
7	hpc	1071	0.385
7	hpc	1072	0.841
7	hpc	1073	0.807
7	hpc	1074	0.876
7	hpc	1075	0.243
7	hpc	1076	0.242
7	hpc	1077	0.353
7	hpc	1078	0.886
7	hpc	1079	0.27
7	hpc	1080	0.254
7	hpc	1081	0.487
7	hpc	1082	0.632
7	hpc	1083	0.045
7	hpc	1084	0.867
7	hpc	1085	0.054
7	hpc	1086	0.205
7	hpc	1087	0.319
7	hpc	1088	0.862
7	hpc	1089	0.323
7	hpc	1090	0.039
7	hpc	1091	0.14
7	hpc	1092	0.812
7	hpc	1093	0.142
7	hpc	1094	0.042
7	hpc	1095	0.983
7	hpc	1096	0.392
7	hpc	1097	0.02
7	hpc	1098	0.015
7	hpc	1099	0.396
7	hpc	1100	0.775
7	hpc	1101	0.14
7	hpc	1102	0.769
7	hpc	1103	0.937
7	hpc	1104	0.925
7	hpc	1105	0.038
7	hpc	1106	0.978
7	hpc	1107	0.502
7	hpc	1108	0.704
7	hpc	1109	0.178
7	hpc	1110	0.072
7	hpc	1111	0.727
7	hpc	1112	0.87
7	hpc	1113	0.887
7	hpc	1114	0.93
7	hpc	1115	0.006
7	hpc	1116	0.629
7	hpc	1117	0.098
7	hpc	1118	0.145
7	hpc	1119	0.237
7	hpc	1120	0.43
7	hpc	1121	0.161
7	hpc	1122	0.193
7	hpc	1123	0.318
7	hpc	1124	0.738
7	hpc	1125	0.724
7	hpc	1126	0.403
7	hpc	1127	0.125
7	hpc	1128	0.287
7	hpc	1129	0.298
7	hpc	1130	0.628
7	hpc	1131	0.302
7	hpc	1132	0.919
7	hpc	1133	0.734
7	hpc	1134	0.88
7	hpc	1135	0.712
7	hpc	1136	0.028
7	hpc	1137	0.344
7	hpc	1138	0.794
7	hpc	1139	0.875
7	hpc	1140	0.343
7	hpc	1141	0.494
7	hpc	1142	0.498
7	hpc	1143	0.499
7	hpc	1144	0.312
7	hpc	1145	0.461
7	hpc	1146	0.65
7	hpc	1147	0.513
7	hpc	1148	0.987
7	hpc	1149	0.533
7	hpc	1150	0.272
7	hpc	1151	0.141
7	hpc	1152	0.953
7	hpc	1153	0.278
7	hpc	1154	0.927
7	hpc	1155	0.549
7	hpc	1156	0.725
7	hpc	1157	0.898
7	hpc	1158	0.365
7	hpc	1159	0.252
7	hpc	1160	0.628
7	hpc	1161	0.844
7	hpc	1162	0.141
7	hpc	1163	0.464
7	hpc	1164	0.801
7	hpc	1165	0.569
7	hpc	1166	0.655
7	hpc	1167	0.741
7	hpc	1168	0.95
7	hpc	1169	0.289
7	hpc	1170	0.059
7	hpc	1171	0.011
7	hpc	1172	0.733
7	hpc	1173	0.431
7	hpc	1174	0.25
7	hpc	1175	0.733
7	hpc	1176	0.696
7	hpc	1177	0.018
7	hpc	1178	0.244
7	hpc	1179	0.955
7	hpc	1180	0.188
7	hpc	1181	0.043
7	hpc	1182	0.79
7	hpc	1183	0.914
7	hpc	1184	0.465
7	hpc	1185	0.237
7	hpc	1186	0.77
7	hpc	1187	0.819
7	hpc	1188	0.871
7	hpc	1189	0.712
7	hpc	1190	0.911
7	hpc	1191	0.799
7	hpc	1192	0.264
7	hpc	1193	0.362
7	hpc	1194	0.032
7	hpc	1195	0.286
7	hpc	1196	0.869
7	hpc	1197	0.052
7	hpc	1198	0.068
7	hpc	1199	0.485
7	hpc	1200	0.446
7	hpc	1201	0.756
7	hpc	1202	0.415
7	hpc	1203	0.405
7	hpc	1204	0.253
7	hpc	1205	0.443
7	hpc	1206	0.981
7	hpc	1207	0.732
7	hpc	1208	0.632
7	hpc	1209	0.335
7	hpc	1210	0.129
7	hpc	1211	0.815
7	hpc	1212	0.543
7	hpc	1213	0.255
7	hpc	1214	0.945
7	hpc	1215	0.804
7	hpc	1216	0.882
7	hpc	1217	0.536
7	hpc	1218	1
7	hpc	1219	0.731
7	hpc	1220	0.043
7	hpc	1221	0.792
7	hpc	1222	0.369
7	hpc	1223	0.719
7	hpc	1224	0.883
7	hpc	1225	0.404
7	hpc	1226	0.78
7	hpc	1227	0.134
7	hpc	1228	0.49
7	hpc	1229	0.524
7	hpc	1230	0.547
7	hpc	1231	0.87
7	hpc	1232	0.261
7	hpc	1233	0.89
7	hpc	1234	0.483
7	hpc	1235	0.479
7	hpc	1236	0.873
7	hpc	1237	0.543
7	hpc	1238	0.148
7	hpc	1239	0.123
7	hpc	1240	0.918
7	hpc	1241	0.976
7	hpc	1242	0.599
7	hpc	1243	0.655
7	hpc	1244	0.822
7	hpc	1245	0.144
7	hpc	1246	0.835
7	hpc	1247	0.765
7	hpc	1248	0.439
7	hpc	1249	0.374
7	hpc	1250	0.849
7	hpc	1251	0.434
7	hpc	1252	0.155
7	hpc	1253	0.127
7	hpc	1254	0.863
7	hpc	1255	0.786
7	hpc	1256	0.352
7	hpc	1257	0.843
7	hpc	1258	0.433
7	hpc	1259	0.803
7	hpc	1260	0.025
7	mpfc	1	0.115
7	mpfc	2	0.37
7	mpfc	3	0.722
7	mpfc	4	0.72
7	mpfc	5	0.882
7	mpfc	6	0.47
7	mpfc	7	0.822
7	mpfc	8	0.039
7	mpfc	9	0.631
7	mpfc	10	0.858
7	mpfc	11	0.015
7	mpfc	12	0.804
7	mpfc	13	0.517
7	mpfc	14	0.089
7	mpfc	15	0.861
7	mpfc	16	0.241
7	mpfc	17	0.348
7	mpfc	18	0.671
7	mpfc	19	0.524
7	mpfc	20	0.197
7	mpfc	21	0.704
7	mpfc	22	0.101
7	mpfc	23	0.015
7	mpfc	24	0.945
7	mpfc	25	0.166
7	mpfc	26	0.809
7	mpfc	27	0.251
7	mpfc	28	0.766
7	mpfc	29	0.73
7	mpfc	30	0.694
7	mpfc	31	0.651
7	mpfc	32	0.835
7	mpfc	33	0.55
7	mpfc	34	0.132
7	mpfc	35	0.607
7	mpfc	36	0.78
7	mpfc	37	0.335
7	mpfc	38	0.565
7	mpfc	39	0.994
7	mpfc	40	0.026
7	mpfc	41	0.099
7	mpfc	42	0.161
7	mpfc	43	0.608
7	mpfc	44	0.569
7	mpfc	45	0.788
7	mpfc	46	0.014
7	mpfc	47	0.486
7	mpfc	48	0.698
7	mpfc	49	0.181
7	mpfc	50	0.041
7	mpfc	51	0.758
7	mpfc	52	0.963
7	mpfc	53	0.842
7	mpfc	54	0.266
7	mpfc	55	0.347
7	mpfc	56	0.457
7	mpfc	57	0.682
7	mpfc	58	0.695
7	mpfc	59	0.685
7	mpfc	60	0.249
7	mpfc	61	0.786
7	mpfc	62	0.634
7	mpfc	63	0.055
7	mpfc	64	0.634
7	mpfc	65	0.808
7	mpfc	66	0.282
7	mpfc	67	0.602
7	mpfc	68	0.505
7	mpfc	69	0.932
7	mpfc	70	0.109
7	mpfc	71	0.349
7	mpfc	72	0.777
7	mpfc	73	0.748
7	mpfc	74	0.593
7	mpfc	75	0.668
7	mpfc	76	0.813
7	mpfc	77	0.409
7	mpfc	78	0.71
7	mpfc	79	0.723
7	mpfc	80	0.789
7	mpfc	81	0.988
7	mpfc	82	0.441
7	mpfc	83	0.76
7	mpfc	84	0.611
7	mpfc	85	0.149
7	mpfc	86	0.673
7	mpfc	87	0.998
7	mpfc	88	0.222
7	mpfc	89	0.117
7	mpfc	90	0.461
7	mpfc	91	0.763
7	mpfc	92	0.256
7	mpfc	93	0.414
7	mpfc	94	0.212
7	mpfc	95	0.781
7	mpfc	96	0.406
7	mpfc	97	0.57
7	mpfc	98	0.874
7	mpfc	99	0.426
7	mpfc	100	0.992
7	mpfc	101	0.712
7	mpfc	102	0.98
7	mpfc	103	0.797
7	mpfc	104	0.842
7	mpfc	105	0.128
7	mpfc	106	0.438
7	mpfc	107	0.742
7	mpfc	108	0.713
7	mpfc	109	0.85
7	mpfc	110	0.838
7	mpfc	111	0.584
7	mpfc	112	0.687
7	mpfc	113	0.619
7	mpfc	114	0.101
7	mpfc	115	0.43
7	mpfc	116	0.086
7	mpfc	117	0.818
7	mpfc	118	0.208
7	mpfc	119	0.24
7	mpfc	120	0.548
7	mpfc	121	0.511
7	mpfc	122	0.516
7	mpfc	123	0.963
7	mpfc	124	0.454
7	mpfc	125	0.715
7	mpfc	126	0.069
7	mpfc	127	0.552
7	mpfc	128	0.42
7	mpfc	129	0.946
7	mpfc	130	0.236
7	mpfc	131	0.593
7	mpfc	132	0.364
7	mpfc	133	0.859
7	mpfc	134	0.55
7	mpfc	135	0.55
7	mpfc	136	0.738
7	mpfc	137	0.724
7	mpfc	138	0.963
7	mpfc	139	0.874
7	mpfc	140	0.465
7	mpfc	141	0.54
7	mpfc	142	0.411
7	mpfc	143	0.705
7	mpfc	144	0.045
7	mpfc	145	0.398
7	mpfc	146	0.507
7	mpfc	147	0.372
7	mpfc	148	0.273
7	mpfc	149	0.188
7	mpfc	150	0.87
7	mpfc	151	0.34
7	mpfc	152	0.558
7	mpfc	153	0.753
7	mpfc	154	0.445
7	mpfc	155	0.047
7	mpfc	156	0.911
7	mpfc	157	0.832
7	mpfc	158	0.292
7	mpfc	159	0.032
7	mpfc	160	0.841
7	mpfc	161	0.369
7	mpfc	162	0.945
7	mpfc	163	1
7	mpfc	164	0.934
7	mpfc	165	0.303
7	mpfc	166	0.651
7	mpfc	167	0.754
7	mpfc	168	0.993
7	mpfc	169	0.686
7	mpfc	170	0.475
7	mpfc	171	0.931
7	mpfc	172	0.161
7	mpfc	173	0.99
7	mpfc	174	0.525
7	mpfc	175	0.325
7	mpfc	176	0.646
7	mpfc	177	0.746
7	mpfc	178	0.358
7	mpfc	179	0.795
7	mpfc	180	0.266
7	mpfc	181	0.646
7	mpfc	182	0.38
7	mpfc	183	0.766
7	mpfc	184	0.103
7	mpfc	185	0.14
7	mpfc	186	0.774
7	mpfc	187	0.325
7	mpfc	188	0.925
7	mpfc	189	0.263
7	mpfc	190	0.561
7	mpfc	191	0.245
7	mpfc	192	0.334
7	mpfc	193	0.873
7	mpfc	194	0.358
7	mpfc	195	0.345
7	mpfc	196	0.216
7	mpfc	197	0.404
7	mpfc	198	0.912
7	mpfc	199	0.211
7	mpfc	200	0.914
7	mpfc	201	0.672
7	mpfc	202	0.987
7	mpfc	203	0.43
7	mpfc	204	0.491
7	mpfc	205	0.788
7	mpfc	206	0.208
7	mpfc	207	0.938
7	mpfc	208	0.218
7	mpfc	209	0.395
7	mpfc	210	0.241
7	mpfc	211	0.049
7	mpfc	212	0.933
7	mpfc	213	0.044
7	mpfc	214	0.31
7	mpfc	215	0.091
7	mpfc	216	0.259
7	mpfc	217	0.389
7	mpfc	218	0.954
7	mpfc	219	0.491
7	mpfc	220	0.032
7	mpfc	221	0.887
7	mpfc	222	0.568
7	mpfc	223	0.679
7	mpfc	224	0.686
7	mpfc	225	0.351
7	mpfc	226	0.549
7	mpfc	227	0.403
7	mpfc	228	0.776
7	mpfc	229	0.036
7	mpfc	230	0.734
7	mpfc	231	0.376
7	mpfc	232	0.317
7	mpfc	233	0.556
7	mpfc	234	0.122
7	mpfc	235	0.794
7	mpfc	236	0.315
7	mpfc	237	0.136
7	mpfc	238	0.138
7	mpfc	239	0.679
7	mpfc	240	0.14
7	mpfc	241	0.759
7	mpfc	242	0.864
7	mpfc	243	0.422
7	mpfc	244	0.389
7	mpfc	245	0.834
7	mpfc	246	0.899
7	mpfc	247	0.139
7	mpfc	248	0.085
7	mpfc	249	0.298
7	mpfc	250	0.595
7	mpfc	251	0.816
7	mpfc	252	0.974
7	mpfc	253	0.421
7	mpfc	254	0.226
7	mpfc	255	0.302
7	mpfc	256	0.492
7	mpfc	257	0.459
7	mpfc	258	0.738
7	mpfc	259	0.116
7	mpfc	260	0.375
7	mpfc	261	0.567
7	mpfc	262	0.816
7	mpfc	263	0.769
7	mpfc	264	0.091
7	mpfc	265	0.34
7	mpfc	266	0.167
7	mpfc	267	0.429
7	mpfc	268	0.551
7	mpfc	269	0.176
7	mpfc	270	0.608
7	mpfc	271	0.666
7	mpfc	272	0.195
7	mpfc	273	0.13
7	mpfc	274	0.368
7	mpfc	275	0.225
7	mpfc	276	0.827
7	mpfc	277	0.578
7	mpfc	278	0.782
7	mpfc	279	0.85
7	mpfc	280	0.034
7	mpfc	281	0.575
7	mpfc	282	0.715
7	mpfc	283	0.347
7	mpfc	284	0.793
7	mpfc	285	0.721
7	mpfc	286	0.488
7	mpfc	287	0.051
7	mpfc	288	0.269
7	mpfc	289	0.973
7	mpfc	290	0.707
7	mpfc	291	0.513
7	mpfc	292	0.536
7	mpfc	293	0.343
7	mpfc	294	0.608
7	mpfc	295	0.011
7	mpfc	296	0.796
7	mpfc	297	0.623
7	mpfc	298	0.826
7	mpfc	299	0.145
7	mpfc	300	0.833
7	mpfc	301	0.134
7	mpfc	302	0.856
7	mpfc	303	0.06
7	mpfc	304	0.587
7	mpfc	305	0.962
7	mpfc	306	0.173
7	mpfc	307	0.513
7	mpfc	308	0.05
7	mpfc	309	0.532
7	mpfc	310	0.04
7	mpfc	311	0.176
7	mpfc	312	0.938
7	mpfc	313	0.932
7	mpfc	314	0.436
7	mpfc	315	0.232
7	mpfc	316	0.838
7	mpfc	317	0.309
7	mpfc	318	0.944
7	mpfc	319	0.563
7	mpfc	320	0.848
7	mpfc	321	0.198
7	mpfc	322	0.457
7	mpfc	323	0.929
7	mpfc	324	0.39
7	mpfc	325	0.606
7	mpfc	326	0.452
7	mpfc	327	0.919
7	mpfc	328	0.054
7	mpfc	329	0.852
7	mpfc	330	0.43
7	mpfc	331	0.988
7	mpfc	332	0.154
7	mpfc	333	0.874
7	mpfc	334	0.129
7	mpfc	335	0.535
7	mpfc	336	0.193
7	mpfc	337	0.756
7	mpfc	338	0.936
7	mpfc	339	0.858
7	mpfc	340	0.567
7	mpfc	341	0.968
7	mpfc	342	0.852
7	mpfc	343	0.647
7	mpfc	344	0.618
7	mpfc	345	0.439
7	mpfc	346	0.941
7	mpfc	347	0.28
7	mpfc	348	0.668
7	mpfc	349	0.45
7	mpfc	350	0.799
7	mpfc	351	0.539
7	mpfc	352	0.034
7	mpfc	353	0.961
7	mpfc	354	0.642
7	mpfc	355	0.633
7	mpfc	356	0.265
7	mpfc	357	0.623
7	mpfc	358	0.889
7	mpfc	359	0.157
7	mpfc	360	0.064
7	mpfc	361	0.443
7	mpfc	362	0.681
7	mpfc	363	0.193
7	mpfc	364	0.18
7	mpfc	365	0.729
7	mpfc	366	0.988
7	mpfc	367	0.838
7	mpfc	368	0.793
7	mpfc	369	0.425
7	mpfc	370	0.001
7	mpfc	371	0.988
7	mpfc	372	0.848
7	mpfc	373	0.991
7	mpfc	374	0.742
7	mpfc	375	0.965
7	mpfc	376	0.268
7	mpfc	377	0.762
7	mpfc	378	0.729
7	mpfc	379	0.43
7	mpfc	380	0.202
7	mpfc	381	0.145
7	mpfc	382	0.709
7	mpfc	383	0.678
7	mpfc	384	0.985
7	mpfc	385	0.749
7	mpfc	386	0.923
7	mpfc	387	1
7	mpfc	388	0.341
7	mpfc	389	0.748
7	mpfc	390	0.114
7	mpfc	391	0.358
7	mpfc	392	0.167
7	mpfc	393	0.845
7	mpfc	394	0.12
7	mpfc	395	0.08
7	mpfc	396	0.004
7	mpfc	397	0.811
7	mpfc	398	0.46
7	mpfc	399	0.68
7	mpfc	400	0.918
7	mpfc	401	0.268
7	mpfc	402	0.876
7	mpfc	403	0.063
7	mpfc	404	0.004
7	mpfc	405	0.077
7	mpfc	406	0.596
7	mpfc	407	0.247
7	mpfc	408	0.76
7	mpfc	409	0.333
7	mpfc	410	0.35
7	mpfc	411	0.746
7	mpfc	412	0.383
7	mpfc	413	0.079
7	mpfc	414	0.846
7	mpfc	415	0.74
7	mpfc	416	0.602
7	mpfc	417	0.627
7	mpfc	418	0.26
7	mpfc	419	0.975
7	mpfc	420	0.504
7	mpfc	421	0.831
7	mpfc	422	0.783
7	mpfc	423	0.531
7	mpfc	424	0.32
7	mpfc	425	0.749
7	mpfc	426	0.37
7	mpfc	427	0.198
7	mpfc	428	0.592
7	mpfc	429	0.132
7	mpfc	430	0.493
7	mpfc	431	0.447
7	mpfc	432	0.49
7	mpfc	433	0.207
7	mpfc	434	0.732
7	mpfc	435	0.585
7	mpfc	436	0.773
7	mpfc	437	0.888
7	mpfc	438	0.776
7	mpfc	439	0.565
7	mpfc	440	0.699
7	mpfc	441	0.664
7	mpfc	442	0.723
7	mpfc	443	0.446
7	mpfc	444	0.618
